,Confidence,text
322,0.8032,RT @mention: Beautiful weather brings every1 n their mama out SHEESH&lt;&lt; Tell one of dem moms to feed me!!
323,0.5258,The Storm announce today that they have signed Tyler Thomas and Jeremy Bollinger to one-year deals.
324,0.4928,"Updating a recipe for a summer soup, perfect for the hot weather"
325,0.3546,159 degrees + large bacon cheeseburger + work = #poorlifechoices.
326,0.5071,MU softball opener delayed: Bad weather pushes DePaul-Indiana to 8:30 p.m. {link}
327,0.6285,RT @mention: #Salute to @mention for going to show the kids love out in Tuscaloosa who were affected by the storm. {link}. ...
328,0.7179,"Today's weather is simply *perfect*. Rowan's so happy to be outside. But oy, $18 on sunblock for him? My mother just used olive oil on us :/"
329,0.6149,"Reed Timmer is following Fairview storm right now, while launching 6 probes into large tornado."
330,0.379,"U sir, are smokin that good shit. RT @mention: @mention  98 Degrees &gt;&gt;&gt; BSB  Yeah, I said it. *Puts up dukes*"
331,0.8913,87.4F (Feels: 95.3F) - Humidity: 63% - Wind: 9.8mph S - Gust: 15.9mph - Pressure: 1010.9mb (-0.1)  #weather {link}
332,0.8844,This weather rocks. I like it 4 a little switch up!
333,0.6329,"Severe Thunderstorm Warning for Cooper, Pettis, and Saline County until 7:00pm CDT."
334,0.8138,#WEATHER:  9:56 pm : 67.0F. Feels F. 29.83% Humidity. 11.5MPH Northeast Wind.
335,0.7545,So the weather is gettin pretty bad..Idk if im still gonna b able to come home today :-S
336,0.8268,"RT @mention: #Aots Now that PSN is back I'm going play Uncharted 2, Crysis 2, Motor Storm- all 3 of 'em! And all online!!!"
337,0.7758,#WEATHER:  1:53 pm : 59.0F. Feels 58F. 30.06% Humidity. 6.9MPH West Wind.
338,0.8664,#WEATHER:  12:52 am: 74.0F. Feels F. 30.03% Humidity. 5.8MPH Southeast Wind.
339,0.9636,"Hope everyone had a great weekend, I just LOVE Sundress weather!"
340,0.6505,"Waiting patiently for the electric car. Glorious day in Caithness, huge skies and plenty of sunshine..."
341,0.8434,#WEATHER:  1:56 pm : 77.0F. Feels F. 29.96% Humidity. 11.5MPH South Wind.
342,0.9719,Why the fuck all my teachers tryna go outside today?! Its too hot for dat shit
343,0.6338,@mention Happy Birthday....weather is so shitty yeeeesh! Well atleast smile bright :D
344,0.3985,Friday Fest es lil chilly!
345,0.7541,"RT @mention: @mention yeah me too,i`m freezing man...don`t let that sunshine fool you FOOOOOOOOOOOOOOOOOOOOOOL!!!!!!!!!!!"
346,0.946,This weather on some bullshit .
347,0.5491,@mention its not. 70 and sunny tomorrow.
348,0.4839,RT @mention: sooooo annoyed with these weather tweets. we live in ohio what do you expect? #getoverit
349,0.8771,Wednesday - Partly sunny. Slight chance of rain showers in the morning...then a slight chance of thunderstorms in...  {link}
350,0.6001,"So sad - a former homebound student of mine died this morning.  She was like a ray of sunshine, always positive despite her condition."
351,0.9754,The weather has turned gorgeous! {link}
352,0.5983,"Anyone who thinks that Sunshine is pure Happiness, has never danced in the Rain..."
353,0.6467,RT @mention Why does Lindsay Lohan hate Christmas? She's been in & out of rehab for dashing through the snow...LMMFAO
354,0.8322,ain't nothin like walkin out of a salon with a fresh cut and a lollipop on a beautiful sunny day. I love it.
355,0.6916,"@mention haha, sunny down here!"
356,0.7618,@mention old lady with hot pink feather extensions.. The reason i want mine out!  {link}
357,0.5014,Partly Sunny Skies Show Up For Mother's Day - {link}
358,0.5568,Audible! Skipping KY weather; are now Nashville bound.
359,0.4682,Preparing for the worst but still praying for the best with this storm stuff!
360,0.9276,RT @mention: Georgia weather be pissin me off.
361,0.8933,the storm outside = no bueno
362,0.7379,MLB Weather Alert &#8211; Wednesday May 11th - {link}/
363,0.4226,"RT @mention: My kids keep using words like ""fresh air"" & ""sunshine."" Must go investigate. While I'm gone, would you read? {new post}  ..."
364,0.8559,Check out my hot new hip hop {link} via @mention
365,0.6769,Niggaz got degrees cuz...
366,0.7885,Last full week of school. Summertime sunshine #seeyousoon
367,0.2961,#storm yeah? {link}/
368,0.7003,"Greaaaat. So, the room i'm testing in, is freezing! Wtf. :/"
369,0.6571,"RT @mention: Syria 'arrests scores' in Damascus suburb: Soldiers reportedly storm Saqba, making several arrests overnight, wh... http: ..."
370,0.789,84.2F (Feels: 89.9F) - Humidity: 67% - Wind: 15.2mph SSE - Gust: 20.6mph - Pressure: 1011.8mb (-0.2)  #weather {link}
371,0.6683,"Headed out to the province of Siem Reap to check out the work a local church is doing in the community there. 
#motoride #hourandahalf #hot"
372,0.9508,So far today is pretty great weather wise for this 7lb hot dog BBQ.
373,1.0,56 Degrees Saturday night?? YES! I love it
374,0.6099,"Activision Blizzard's quarterly profit, sales rise \n    (Reuters)\n: Reuters - NEW YORK (Reuters)- Activision ... {link}"
375,0.7823,#WEATHER:  12:56 am: 56.0F. Feels 52F. 29.81% Humidity. 18.4MPH Southwest Wind.
376,0.4917,@mention oh hot dayum. Lmao & locked out my house waiting for a key company to come lmao
377,0.7581,RT @mention: The Graduate School to award more than 635 degrees:  {link}
378,0.5275,Spending this rainy day at the museum #MOMA #Sundayafternoon @mention
379,0.4846,@mention you around Detroit at all?  Got a weather page set up for it.
380,0.7086,The days half over and I still haven't seen my mother! Upside its 80 degrees outside :)
381,0.5726,"A GATOR found on in jamestown, details at 7/10 plus sports and weather"
382,0.37,Weather Halts And Ends Tied Game In Seattle - GoDucks.com - The ... {link}
383,0.5665,I'll take the lightening over the snow any day! Yay for thunderstorms!
384,0.596,High-Atis - It's Always Sunny In Florida  {link} via @mention
385,0.8695,#WEATHER:  3:56 pm : 64.0F. Feels F. 30.05% Humidity. 8.1MPH Northeast Wind.
386,0.5843,@mention I went to hobo joes today and go my 1st snow cone
387,0.7073,#WEATHER: 12:53 am : 49.0F. Feels 47F. 29.95% Humidity. 5.8MPH Northeast Wind.
388,0.8778,i Had Great Mother's Day Weekend weather was very nice
389,0.4881,"Help #Joplin-The Salvation Army providing emergency relief services.   Text the word ""Joplin"" to 80888 to make a $10 donation. #CNN weather"
390,0.4848,What a tease yesterday's nice weather was. .
391,0.6569,Ready to be in the house! Its hot out here!
392,0.4571,It's windy here too. RT @mention: Rustling night | blows me away | clutching at straws | where cosmic winds | carry your scent #micropoetry
393,0.5934,"The lightning from the storm last night was spectacular. They were predicting the storms all day, but you really... {link}"
394,0.8465,"This weather is crazy, especially while driving. Maybe ballet will be canceled!"
395,0.5957,"@mention Hot Lyrics, Hot Beatz, No Deal? Get Your Music Out there with @mention"
396,0.6829999999999999,Gunmen storm Afghan government building {link}
397,0.4644,"Freaking out about this final, and the library is so damn hot!"
398,0.8114,RT @mention: Our blog this week includes fun outdoor recreation recos. Good timing with this gorgeous weather: {link}
399,0.7207,Death by the Glass: A Sunny McCoskey Napa Valley Mystery (Sunny Mccloskey Napa Valley Mystery):  {link}
400,0.8636,Enjoying the Midwest weather!
401,0.5958,Is it hot outside?
402,0.662,Weather for Seattle    {link}
403,0.8218,"RT @mention: Tonight and tomorrow, partly cloudy. Lows around 56. Highs around 76. Chance of storms. #Richmond #weather"
404,0.8649,Fuck you tavi you stupid fucking idiot. Cancel practice before we fucking drive 35 minutes in a fucking storm to medina you fuck
405,0.4225,@mention We live out in the country (or the Boonies as we like to call it) so we see these things quite often as it starts to warm up.
406,0.762,Mmm...  A Lemon-Berry real fruit slush from sonic.
407,0.8818,#WEATHER:  7:56 am : 67.0F. Feels F. 29.96% Humidity. 4.6MPH Southeast Wind.
408,0.7887,it's too damn hot for the power to be out....
409,0.4383,@mention love ya profile pic gorgeous. How's the weather in Atl
410,0.9029,"Tatum, NM @ 12:00 PM: Temp:90F(H 91/L 55), Hum: 3&#x25;, DewPt:-1F, Wind: WSW at 18 G 28.0 mph, Rain:0.00 In. #weather"
411,0.7388,@mention haha wayne!! Omg!! Snow!!! Lol its warm this morning here. Have a slice of cake for me xx
412,0.4127,"It's not storm damage or budget negotiations, but many Minnesota military families are facing hardships now too.
{link}"
413,0.6738,RT @mention: @mention I was hoping the colder weather would hasten their demise...I'm afraid it's only prolonged our inevitable d ...
414,0.5566,@mention been chatting up a storm on #BlackberryMessenger with a bunch of cool MMA people
415,0.6902,This weather has left me completely incapable of functioning as a normal person.
416,0.7178,@mention ..watching The D.E.N.N.I.S. system and thinking I need new Sunny in my life. Can't wait!! I'm in love with all of you.&lt;3
417,0.8398,#WEATHER:  1:56 am : 66.0F. Feels F. 30.09% Humidity. 26.5MPH East Wind.
418,0.8349,@mention stuck overnight?! That's awful! I've been delayed by blizzard but it was before my flight too off. I feel sorry for connecting.
419,0.722,It's too hot out. Fuckin aye
420,0.4721,10:00 and its 75 degrees...i'll take it
421,0.851,#WEATHER:  4:53 pm : 67.0F. Feels F. 29.93% Humidity. 8.1MPH Southeast Wind.
422,0.7585,"13:42-Sky:  partly cloudy|Vis: 8mi -Temp: 83.1F-Hum: 66.0 %-Pres: 29.82""-24Hr Rain: 0.00""-Winds: N 3.1 MPH-Windchill: 87.9F #cltwx"
423,0.9662,I hate auto lock doors. Locked myself out of my apartment and am freezing to death outside in a tee shirt. #fb
424,0.4331,"RT @mention: It's getting warm in them thar hills.  Amador County Foothills/Shendoah Valley, Plymouth, CA...nice, sunny, warm,.. ..."
425,0.4313,Amen RT @mention Bulls defense is too good to get blown out. They just have to weather this storm and take the lead in the 4th
426,0.5529999999999999,"RT @mention: Life isn't about waiting for the storm to pass, it's about learning to dance in the rain."
427,0.6920000000000001,"I don't remember the weather sucking this bad last May... Regardless, it feels good to just stay in and relax all day. #chillin"
428,0.7151,soooo its cold outside grrr -_-
429,0.6785,It's Jus to hot outside to be sleepin n clothes
430,0.4819,On our way ;-) RT @mention: Its 83 Degrees & only Noon @mention just landed We Bout to be Outchea (cont) {link}
431,0.9137,"Sunny weather for driving back to San Diego, spending the long Memorial Day weekend w/hubby in 10 days. What makes you smile today? :)"
432,0.7489,cold in here cold outside
433,0.4207,green snow ..... love that grinder
434,0.5797,@mention Yello!  Looking for the next Snow Patrol? I recommend this. I can't stop playing it! {link}
435,0.655,It's 82 degrees
436,0.562,"Putting all utensil away, covering all mirrors/monitor/television, staying away from windows and hiding in the closet! A storm is coming BRB"
437,0.474,"I'm at Snowy White Laundromat (1291-1299 N Broadhead Rd, Monaca) {link}"
438,0.7058,{link} check this joint out by @mention Hot shit u can DL it too 4 free so dnt pass it up help a sista out lol
439,0.4425,"Remember to always play after the storm. ""Mattie J. T. Stepanek"""
440,0.687,Rainy Kc... (@ Kansas City International Airport (MCI) w/ 18 others) {link}
441,0.6268,"Ashley and Storm were watching Old Boy. It's dubbed, unfortunately, but whatevs."
442,0.882,RT @mention: Popcap is the Blizzard of casual games.  I could purchase *any* Popcap game sight unseen and know I was getting somethin ...
443,0.4564,"Italian toddler left by dad in hot car dies - Yahoo! News {link} #WTF? ALERT, #PullUp! #Get heads out of Winter Den! #HotNow!"
444,0.5507,"Right on my way to Chelsea, not sure what pub were going to yet. 

0 3 WIN WE BE NICE

It's sunny here now in, the only way is Essex"
445,0.3405,Shawdee keeps cummin in my office talkin bout hey sunshine. Um like wtf u want my cookies bitch?
446,0.6615,Ain't shit going down n it's fucking hot outside
447,0.4912,Sunny in Marin County right now. (via @mention // thanks!)
448,0.4096,@mention   I think I have some snow too!  (although it's finally Spring this week!)
449,0.8553,#WEATHER: 7:51 am E: 55.0F. Feels F. 30.01% Humidity. 3.5MPH Variable Wind.
450,0.4392,THE STORM IS UPON US - PTSD AND OUR VETERANS - Veteran Awareness Coalition {link}
451,0.5938,RT @mention: Man having argument with girlfriend jumps off Sunshine Skyway Bridge and lives {link}
452,0.8813,#WEATHER:  11:56 pm: 69.0F. Feels F. 29.69% Humidity. 5.8MPH South Wind.
453,0.5166,@mention: RT @mention: Cleveland weather blows me .
454,0.5176,RT @mention: Why is my house below zero degrees all the time?
455,0.8517,"RT @mention: Check out the ENTIRE album here!!! {link} then buy it, cuz it's HOT!!!!!"
456,0.41700000000000004,omg it so windy !!!!!
457,0.4154,It feels grwat in durham lol RT @mention It's sooo hot out here!! #deepsouth
458,0.5655,"Nothing beats a cozy, rainy evening in with homemade chili, cornbread, and too much bourbon for a Thursday night."
459,0.3518,@mention yikes. sounds like you know your seasons. #louisville on that crazy stuff like #detroit weather-wise.
460,0.4461,RT @mention: I ffucked enough hoes now its time 2 count money cuz i'll be damn if dis summer be dark n sunny!!!
461,0.5713,@mention how's the weather there?
462,0.2705,@mention I couldnt agree more. What's the temp?
463,0.8759,WTH....VA with this damn bipolar ass weather....
464,0.8469,Wednesday - Snow showers. Snow accumulation 3 to 5 inches. Highs in the 30s.  {link}
465,0.7251,Feather in the Storm: A Childhood Lost in Chaos:  {link}
466,0.6603,The vent next to the toliet in the guest bathroom provides for a perfect doo doo temp. #shittertwits
467,0.8537,Special Weather Statement issued May 13 at 1:46PM CDT expiring May 13 at 2:45PM CDT by NWS Mobile {link}/
468,0.8739,"Going to the zoo today for the first time in ages, the weather is perfect. I might also eat a hamburger #dreambig"
469,0.8747,Anyone streaming video from the parks or resorts today? Looks like nice weather in WDW!
470,0.6534,"@mention Exactly, hot weather got these rats on the prowl."
471,0.2714,It is a soup day. . . And a selling golf carts by text message rainy day. . . Outside of the box? Or genius?
472,0.6582,"RT @mention: I need your lovin', like the sunshine."
473,0.6385,"RT @mention: Iso. t-storm this evening if anything, likely get the game in tonight. #Royals fcast: {link}  Sorry @mention ..."
474,0.6496,I uploaded a @mention video {link} God's Snow (Original Song By Mark Gott)
475,0.4624,"@mention Seriously, that's February weather!"
476,0.7161,@mention Hi Five! I love a bit of Snow Patrol! Have this band on now tho.  They are going to be HUGE.  {link}
477,0.7774,Bout to enjoy this sunshine a bit
478,0.8485,Special Weather Statement issued May 09 at 10:29AM CDT expiring May 09 at 11:30AM CDT by NWS LaCrosse {link}... {link}
479,0.8362,The seattle sunshine is making me want to book a cruise.  Love sailing away from seattle when its sunny!!
480,0.7582,Couldn't ask for better weather!
481,0.5093,227's YouTube ESPN Pro-am draws stars to storm-battered Alabama: Alabama football coach Nick... {link} BCS-College Football
482,0.4864,"RT @mention: 84 deg. F and 3% humidity. Don't go playing with matches, kids. &gt; and forget the corduroys too.  #friction"
483,0.9018,RT @mention: The weather is beyond beautiful ! :)
484,0.7166,Me too RT @mention wowww can #detroit ever get normal and warm weather! Now I'm stuck in traffic motherr efferrr
485,0.8276,"Goddamn this weather! Can't run in the rain. Oh well, at least PSN is back up."
486,0.5029,Nothing like a lazy Sunday afternoon waiting for storm to roll in
487,0.5266,Ohio Tornado Database contains reports of over 950 tornadoes that have touched down in Ohio between 1950-2010. {link} @mention
488,0.4383,"RT @mention: Significant damage from a tornado in Joplin, MO.  Appears windows blown out at hospital.  Live coverage on The Weather Ch ..."
489,0.6745,YW! RT @mention: Improving my tweet-ability - study time before hitting the sunshine.  Thank you @mention and  @mention for...
490,0.6647,"Ran 6.69 kilometers in 31 mins and felt great. Amazing weather, good short run, minus the Propel drink I boug... {link}"
491,0.6419,Bring on the sunshine bring on the good times :) #summer2011
492,0.8795,"Last night was AWESOME. - And the weather is beautiful. Good mood high for the rest of the weekend, which is... {link}"
493,0.7524,Footballer sparks Twitter storm: Twitter users have reacted to a footballer's bid to find out who is putting inf... {link}
494,0.7254,"*HOT!* Discount 60% Hermes handbag online sale, 2011 newest style included! Go check it out!!! {link} #ad"
495,0.4809,"This hot, dry, & windy weather is going to turn the #canola fast. Keep a close eye on it if you plan on swathing or pushing. #okanola"
496,0.5278,YUMMAY RT @mention: Weather Up with @mention for some yummy oysters :)
497,0.9696,This weather makes me very happy!
498,0.5306,happy monday! striving to overcome the grey doldrums here... how do you rise over icky weather? (supposed to rain the whole week here!)
499,0.8340000000000001,"@mention So this weekend? 3 rainy days in a row and it's May Term you don't have to do anything for class, duh :p"
500,0.5609,"Chilly - Chili, Chile, Chilli, Chily, Mirchi, Chilli Pepper, Aji, Paprika {link}"
501,0.7079,damn its goin rain all next week -.- where the 80's weather att ?
502,0.6633,Sen. Whisnant just said our state economist has gotten our budget income forecast wrong 14 out 16 times wrong. Makes me feel warm & fuzzy
503,0.6972,Tomorrows 82 degrees ? thats what im fuckin talking abt ^_^ .
504,0.3517,I'm just a hippie...in the woods...playing her djembe on a rainy sunday afternoon {link}
505,0.8037,@mention correct! Weather is awful.. Headed out now to try and practice!
506,0.5219,@mention Andddd it's Wool!! And its 80 degrees outside!
507,0.384,RT @mention: Lol yall crazy! RT @mention: out campn with @mention waitn on da new jays in da cold its #serious
508,0.5394,Its #Friday nd da weather is ok....wat trubbl is thur to get into?!!
509,0.5445,Its a million degrees
510,0.4413,New #iPhone / #iPad #app 'HurricaneSoftware.com's iHurricane With Push' (#Weather: 3 Stars) $2.99. {link}
511,0.8075,"This nice weather sure does bring out the ""best"" in blk folks lls"
512,0.6647,Good morning and HOLY HUMIDITY! This is the one thing about moving back east from Colorado that I didn't miss..my face hates it!
513,0.8025,"Severe Thunderstorm Warning until 05:45 PM CDT issued for Edwards & Kiowa Counties with 60mph gusts & 1.00"" hail possible"
514,1.0,Such an awesome day out today. Gotta love sunny days.
515,0.7597,"Hot off the presses! Check out the new issue of the Amadeus ""Prospectus"" newsletter. {link} #travelagent #traveltech"
516,0.7449,I need to hot  the work out #plan again
517,0.5806,These #ExtremeCouponing folk are a BLIZZARD person wanting DREAM! Just have the goodies!
518,0.4712,Hitting the 90s that's naked weather
519,0.5286,Its Freezing D;
520,0.3672,@mention I'm doin good 2 jus waiting on some good weather
521,0.7929999999999999,"@mention A warm sunny day deserves a delicious, gourmet and slightly pornographic hotdog from Wild Dawgs....."
522,0.738,Special Weather Statement issued May 13 at 6:42PM EDT expiring May 13 at 9:45PM EDT by NWS Buffalo {link}... {link}
523,0.41,Goodness it got cold quick!! It was just 80 degrees in NYC! #wheresmycoat
524,0.9098,"@mention I know what you mean! :) the day is going well,  we are finally having nice weather"
525,0.6845,Haters can make like bees wit no stingers n drop dead #Cold
526,0.4943,I don't mind the rain... your face is like sunshine &lt;3 &lt;3 &lt;3
527,0.6901,You're the best! Warm weather is calling now--let's make plans :) RT @mention: We all love having @mention & everyday #FF
528,0.8835,#WEATHER: 3:54 pm M: 81.0F. Feels F. 29.66% Humidity. 20.7MPH Southwest Wind.
529,0.3791,Hot and Cold {link} #waters #hot #cold
530,0.3966,Holy fucking shit I just eargasmed so hard listening to the new Cave In with an approaching storm.
531,0.5828,@mention ur twitt sad some ppl r so temp soooooooooo fake
532,0.8778,"Damn weather, just turn and stay sunny."
533,0.4026,Water sprinkler damage requires professional cleanup before the Atlanta weather makes it difficult to prevent... {link}
534,0.716,"The happy, chirping birds this morning confused me. I thought there might be sunshine. Just gloominess. What are you smiling about, birds?"
535,0.4659,"Phones been ringing since 7, must be sunny again! #boutime"
536,0.4009,"I'm in a full blown Storm costume. Yes, Storm. Its pretty cool. I'm gonna clean my room in it."
537,0.4242,"I'm Eric Wright, I'm ruthless I terrorize, you either parish or be paralyzed cause I'm 1000 degrees fahrenheit"
538,0.3595,Turtles. Pizza. Wildflowers. Sunshine. Grenades. Your mom. Me. Jell-O and of course...a 1971 Pontiac Trans-Am. Oh and a bed. Full of puppies
539,0.7461,"RT @mention: SEVERE STORM WARNING SE MN  13 MILES NORTH OF WINDOM...AND MOVING NORTH AT 40 MPH
{link} for HD weather ..."
540,0.7265,"D~""Driven"" aka David Zachary Rumley gettin' his ULTRA swagg on today. Watch OUT!!! He's puttin' out hot fire on... {link}"
541,0.6672,"Snow White, HOLLA! RT @mention: Hi Ho, hi ho... I forgot to check in, yo. (@ Harbor Court) {link}"
542,0.4973,Looking up in columbus circle #nyc #rain {link}
543,0.4476,fuck wearing Nikes or Filas or Reeboks...I wanted some Beauty & the Beast or Snow White or Lion King shoes!! Lmao...#childhoodmemories
544,0.6428,RT @mention: #childhoodmemories Me @mention @mention @ Sunny Ballin on them niggas at Charles A. Green(Sumner Park)
545,0.5770000000000001,RT @mention: Ahh weather.com says that our area is getting a bad storm and to stay away from windows.... Glad my beds right under a h ...
546,0.6502,hereeee we go with blowing sunshine up scotty's ass. #americanidol we don't need another country star. NO THANK YOU
547,0.3491,On my way baby keep my spot warm lmao RT @mention This thunderstorm makes me wish I had someone to cuddle with
548,0.6961,More than 100 fab prizes in BIC Soleil 100 Days of Sunny Moments promo. Enter @ Feelthesoleil.com (Rules) #sweepstakes
549,0.5129,SPC MD 747: MD 0747 CONCERNING SEVERE THUNDERSTORM WATCH 283... FOR PARTS OF CNTRL AND NERN TX / SWRN AND CNT... {link}
550,0.7643,It is hot ass hell outside
551,0.4376,@mention Am I wrong to think the boy has never seen snow in March?
552,0.8229,Just got to my apt... It's 2 damn hot outside for me!
553,0.4796,"Today, give a stranger one of your smiles. It might be the only sunshine he sees all day."
554,0.5745,"misty, cloudy, rainy evening spoiled viewing of beautiful Niagara Falls..."
555,0.6341,"Ew... bought a salad at the Sunshine store and the chicken has gone bad.  One bite won't make me get sick, right? Ick."
556,0.5626,"Cause you're hot then you're cold, you're yes then you're no, you're in then you're out"
557,0.6591,Keep your face to the {link}  sunshine and you cannot see the shadow.
558,0.9193,Is anyone else just sick and tired of this weather?
559,0.4688,@mention Most of my followers are usually in and around Tally. That's where the storm is now
560,0.7461,@mention Hey what's up stranger? not a whole lot over this way I'm back in MI and hating the weather lol What about u
561,0.9199,"Honeys, tonight is First Friday in the Crossroads Art District. And the weather is going to be GORGEOUS! Some come... {link}"
562,0.5382,"@mention Greeting! I love Snow Patrol, so this is right up my street. Hear them here:{link}"
563,0.5835,@mention @mention Im so cold and shaking now :( Omg 6 minuites x Im freaking out
564,0.6037,@mention how bout chasing the money till it's sunny w/ no sleep.  money stretch long.. Wall street.
565,0.9620000000000001,This weather is depressing.
566,0.7735,Sundress weather is the best weather.
567,0.3889,this must be the end.  the weather channel has gone into commercial-free mode.
568,0.7327,Now's the time to sign up for ABC 17 severe weather texts: {link} Follow @mention & Facebook: {link}
569,0.8163,"San Antonio, Texas Weather :: 77F OVERCAST from San Antonio, Texas Weather {link}"
570,0.5295,@mention i knew it im like the sunshine to your morning the pencil to your paper the eyelid to your eye
571,0.8569,#WEATHER: 6:51 pm E: 62.0F. Feels 60F. 29.94% Humidity. 12.7MPH South Wind.
572,0.5985,"Dateline: Elkhart Lake, WI - It's cloudy, chilly, rain in the forecast - perfect for manic depression. For testing a race car, not so much."
573,0.7654,"so my moms going out tonight ^_^ ...with her ""hot date"" lmao"
574,0.6974,Heading outside for a run. Enjoying this weather as much as I can before the rain inevitably returns.
575,0.649,"Video weather update, including Tornado Watch details: {link}"
576,0.866,So nice to be able to wear a skirt and walk outside in the sunshine without feeling cold! I love the sun. #summer
577,0.5376,Mann da weather ppl nva kno wat dey talkin bout..
578,0.4995,The only thing I can do is move foward and focus on the future. As hard as it may seem it can only get better. The storm can't last forever
579,1.0,Planting strawberries @mention and enjoying the sunshine!
580,0.9417,Loving this weather (:
581,0.583,I hope it won't be too hot in the morning! Jacksonville weather be on hell+2 degrees!
582,0.7371,I could seriously listen to @mention all day long. p.s. this storm is bad! i'm scared
583,0.6324,"G'morning, Sunshine: 60s and partly sunny? OK!"
584,0.4822,why is just windy by my post is it because all of the trees and buildings!
585,0.5221,Insaneeee weather over here!!!!
586,0.4461,If you are in Winston... I say we plan a pool party since it is hot as hell outside
587,0.7133,"#tropicalstorm, #philippines: 1200Z 9 May 11 #JTWC ATCF Track, Tropical Storm 03W (Aere). {link} #aere #bebeng #03w"
588,0.7287,@mention good morning Viv how are you this beautiful sunny morning
589,0.6487,It's so hot that I have found out (the hard way) that my seat belt buckle could be used as a branding iron #teamfollowback
590,0.76,"RT @mention: TORNADO WARNING N central TX TORNADO NEAR SAGINAW...MOVING EAST SOUTHEAST AT 40 MPH.  SOFTBALL SIZED HAIL
{link} ..."
591,0.3514,@mention @mention Something else to bear in mind for #muchado - pray for good weather!
592,0.865,Loving thia storm!
593,0.4423,I love the window seats at #lakelyn @mention when a storm is rolling in.
594,0.7295,"whoevr is patricia/patrice clark or harris=tricia_12@mention.com means ""TRY""CIA_12@mention.com=(202)583-2330 sound like sunny hostin &sucks!"
595,0.6747,"@mention Thanks, I hope the same for you too. I'd be more inclined to go outside if it wasn't this hot already..."
596,0.7998,@mention Hullo!  Looking for the next Snow Patrol? I recommend this. Listen: {link}
597,0.9026,Fire Weather Watch issued May 18 at 5:52AM CDT expiring May 19 at 9:00PM CDT by NWS Midland-Odessa {link}... {link}
598,0.7584,#WEATHER: 11:54 am : 67.0F. Feels F. 29.95% Humidity. 11.5MPH South Wind.
599,0.5734,Thanks for all the awesome birthday wishes! I think I might fine a sunny spot and curl up like a cat!
600,0.7622,"SPC Severe Thunderstorm Watch 321 Status Reports: WW 0321 Status Reports
      

STATUS FOR WATCH 0321 HAS NO... {link}"
601,0.9252,#WEATHER:  6:51 pm : 74.0F. Feels F. 29.88% Humidity. 0.0MPH North Wind.
602,0.8671,Been lazying ALL DAY. Exams in 2 days. BUT I CAN'T STUDY IN THIS WEATHER.
603,0.4686,"@mention, @mention and @mention team up with @mention and for storm victims {link} via @mention"
604,0.418,"@mention Heard you're filming in LA. I studied at LSU few years ago. Still remember the weather it's like ""public sauna."" Stay cool:)"
605,0.7423,RT @mention: Life is so much more manageable when the weather is nice.
606,0.5928,"Have to say though I think I have wind burn!  Wow it was windy! However tent,  windbreak, ME AND ER and guests survived!"
607,0.7212,"Sweden Climate, Temperatures &amp; Weather Info | It&#39;s a Stormy Life {link}"
608,0.4977,Here and Now: Snow on treetops: What could be better?
609,0.452,Bikini Weather Pictures - New Picture -  {link} #Bikini #Babes
610,0.5398,"Severe Thunderstorm Warning for Benton, Carroll, Madison and Washington County until 8:30pm. #arwx"
611,0.5777,Its #Cold N Herr ..
612,0.3377,Cool and rainy.  Solution: rum and cider at 8am! lol
613,0.4908,RT @mention: Its hot af outside.
614,0.51,Chamber of Commerce weather. It's a great week for networking!
615,0.5463,It's gonna rain in #SanFrancisco tmr. I need to get my #run in today so tmr will b my run rest day. #weather
616,0.5201,@mention sunny again.. something is clearly afoot! you? #coffeeup
617,0.5334,RT @mention: The color of these #yellow #calcite faceted drops makes me smile!  Sunny!  @mention #artFire #AFPounce {link} ...
618,0.7488,Umm jealous!! RT @mention: Just checked the weather for Mexico..85 and sunny EVERYday :)
619,0.596,I wish i was wearing pants right now. Its chilly outside.
620,0.6306,@mention my sisters pregnancy until I can finally hold that bundle of sunshine:)
621,0.8337,"check out this song {link} RT @mention ""hey Drake.""
""Whats up Gavn.""
""Your mom's hot.""
""DUD..."
622,0.7707,RT @mention: Learn about online masters psychology degrees {link}
623,0.5614,"Well, FB friends, it was nice to see you all come outta the woodwork...see you next Spam storm!"
624,0.5786,"Quartet of snowy owls finds new home at Beardsley Zoo: BRIDGEPORT

Associated Press


A quartet of snowy owls, a... {link}"
625,0.6922,What's going on with everyone on this rainy gloomy day? Me just getting ready to go to the grocery store.
626,0.5904,50 degrees and rainy. Guess there's no cookout.
627,0.6853,@mention they got me goin out in this storm..riskin my life..just cause I can't afford to miss a day of class..smh!
628,0.8969,#WEATHER:  7:53 pm : 79.0F. Feels F. 29.63% Humidity. 24.2MPH Southeast Wind.
629,0.6421,"Mostly sunny today, high 70 (21 C)."
630,0.6648,@mention  Sunshine! You lucky dog!
631,0.7732,I see it's still windy here in Vegas. Can't say I missed it. #fb
632,0.4627,#NP Superstar 9000 feat. Stuey Rock - Thunderstorm by Superstar 9000.. - {link}
633,0.3822,"@mention maybe the spring humidity, bones expanding"
634,0.5218,@mention next time u are in Paris & weather allows let's have a picnic
635,0.7127,The sunshine inspired our sun salutations this AM! Thank you Meg Faber & Flourish Yoga + wellbeing ~ Back Om Again... {link}
636,0.3828,"How are you liking my outfit, my wife picked it out. It's a little chilly, I'll never let her do that again #Reds"
637,0.5589,Oh well I went in the freezing ocean and loved every second of ittt
